timestamp,entity_id,entity_type,device_id,device_fingerprint,source_ip,geo_location,lat,lon,resource_accessed,auth_method,session_duration,command_sequence,login_success,pattern,signal_type,label,day,flag_impossible_travel,flag_brute_force,flag_lateral_movement,flag_new_device,flag_odd_hour,flag_mismatched_fingerprint,flag_coldstart,rule_flag_count,split,anomaly_score,sequence_score,risk_score,predicted_pattern,model_confidence,explanation
2026-07-04 02:29:10.141426,user_015,user,dev_780fe0e4,iOS-17.4|07:2F:79:55:D0:F8,129.163.124.83,Moscow,55.7558,37.6173,vpn_gateway,password,0.2,login,False,brute_force,Anomaly,brute_force,2026-07-04,False,True,True,False,True,False,False,3,train,0.906,0.823,82.1,brute_force,1.0,"Rules: Brute-force login pattern; Access to resource outside usual pattern; Login at an unusual hour for this entity; Unusual pattern across recent event sequence (gradual drift, sequence model) | Model attribution: session duration far from typical, login failed"
2026-07-04 03:30:10.141426,user_013,user,dev_c0b307ef,iOS-17.4|61:30:31:DC:B5:D8,161.198.169.253,London,51.5074,-0.1278,vpn_gateway,biometric,0.2,login,False,brute_force,Anomaly,brute_force,2026-07-04,False,True,True,False,True,False,False,3,train,0.906,0.823,82.1,brute_force,1.0,"Rules: Brute-force login pattern; Access to resource outside usual pattern; Login at an unusual hour for this entity; Unusual pattern across recent event sequence (gradual drift, sequence model) | Model attribution: session duration far from typical, login failed"
2026-07-17 01:11:12.141426,user_014,user,dev_30c525e3,macOS-14.5|7F:62:61:E5:47:D8,210.150.168.239,Mumbai,19.076,72.8777,vpn_gateway,password,0.2,login,False,brute_force,Anomaly,brute_force,2026-07-17,False,True,True,False,True,False,False,3,train,0.906,0.823,82.1,brute_force,1.0,"Rules: Brute-force login pattern; Access to resource outside usual pattern; Login at an unusual hour for this entity; Unusual pattern across recent event sequence (gradual drift, sequence model) | Model attribution: session duration far from typical, login failed"
2026-07-04 03:30:22.141426,user_013,user,dev_c0b307ef,iOS-17.4|61:30:31:DC:B5:D8,144.191.42.15,London,51.5074,-0.1278,vpn_gateway,biometric,0.2,login,False,brute_force,Anomaly,brute_force,2026-07-04,False,True,True,False,True,False,False,3,train,0.906,0.823,82.1,brute_force,1.0,"Rules: Brute-force login pattern; Access to resource outside usual pattern; Login at an unusual hour for this entity; Unusual pattern across recent event sequence (gradual drift, sequence model) | Model attribution: session duration far from typical, login failed"
2026-07-04 02:30:01.141426,user_015,user,dev_780fe0e4,iOS-17.4|07:2F:79:55:D0:F8,112.66.238.13,Moscow,55.7558,37.6173,vpn_gateway,password,0.2,login,False,brute_force,Anomaly,brute_force,2026-07-04,False,True,True,False,True,False,False,3,train,0.868,0.863,82.0,brute_force,1.0,"Rules: Brute-force login pattern; Access to resource outside usual pattern; Login at an unusual hour for this entity; Unusual pattern across recent event sequence (gradual drift, sequence model) | Model attribution: session duration far from typical, login failed"
2026-07-04 03:30:35.141426,user_013,user,dev_c0b307ef,iOS-17.4|61:30:31:DC:B5:D8,157.95.20.4,London,51.5074,-0.1278,vpn_gateway,biometric,0.2,login,False,brute_force,Anomaly,brute_force,2026-07-04,False,True,True,False,True,False,False,3,train,0.868,0.863,82.0,brute_force,1.0,"Rules: Brute-force login pattern; Access to resource outside usual pattern; Login at an unusual hour for this entity; Unusual pattern across recent event sequence (gradual drift, sequence model) | Model attribution: session duration far from typical, login failed"
2026-07-04 03:30:59.141426,user_013,user,dev_c0b307ef,iOS-17.4|61:30:31:DC:B5:D8,21.22.157.149,London,51.5074,-0.1278,vpn_gateway,biometric,0.2,login,False,brute_force,Anomaly,brute_force,2026-07-04,False,True,True,False,True,False,False,3,train,0.868,0.861,81.9,brute_force,1.0,"Rules: Brute-force login pattern; Access to resource outside usual pattern; Login at an unusual hour for this entity; Unusual pattern across recent event sequence (gradual drift, sequence model) | Model attribution: session duration far from typical, login failed"
2026-07-04 03:31:01.141426,user_013,user,dev_c0b307ef,iOS-17.4|61:30:31:DC:B5:D8,22.188.124.18,London,51.5074,-0.1278,vpn_gateway,biometric,0.2,login,False,brute_force,Anomaly,brute_force,2026-07-04,False,True,True,False,True,False,False,3,train,0.868,0.86,81.9,brute_force,1.0,"Rules: Brute-force login pattern; Access to resource outside usual pattern; Login at an unusual hour for this entity; Unusual pattern across recent event sequence (gradual drift, sequence model) | Model attribution: session duration far from typical, login failed"
2026-07-17 01:11:01.141426,user_014,user,dev_30c525e3,macOS-14.5|7F:62:61:E5:47:D8,157.161.157.76,Mumbai,19.076,72.8777,vpn_gateway,password,0.2,login,False,brute_force,Anomaly,brute_force,2026-07-17,False,True,True,False,True,False,False,3,train,0.868,0.858,81.9,brute_force,1.0,"Rules: Brute-force login pattern; Access to resource outside usual pattern; Login at an unusual hour for this entity; Unusual pattern across recent event sequence (gradual drift, sequence model) | Model attribution: session duration far from typical, login failed"
2026-07-17 01:10:43.141426,user_014,user,dev_30c525e3,macOS-14.5|7F:62:61:E5:47:D8,182.176.82.141,Mumbai,19.076,72.8777,vpn_gateway,password,0.2,login,False,brute_force,Anomaly,brute_force,2026-07-17,False,True,True,False,True,False,False,3,train,0.868,0.859,81.9,brute_force,1.0,"Rules: Brute-force login pattern; Access to resource outside usual pattern; Login at an unusual hour for this entity; Unusual pattern across recent event sequence (gradual drift, sequence model) | Model attribution: session duration far from typical, login failed"
2026-07-17 01:10:58.141426,user_014,user,dev_30c525e3,macOS-14.5|7F:62:61:E5:47:D8,216.1.136.13,Mumbai,19.076,72.8777,vpn_gateway,password,0.2,login,False,brute_force,Anomaly,brute_force,2026-07-17,False,True,True,False,True,False,False,3,train,0.868,0.858,81.9,brute_force,1.0,"Rules: Brute-force login pattern; Access to resource outside usual pattern; Login at an unusual hour for this entity; Unusual pattern across recent event sequence (gradual drift, sequence model) | Model attribution: session duration far from typical, login failed"
2026-07-17 01:10:55.141426,user_014,user,dev_30c525e3,macOS-14.5|7F:62:61:E5:47:D8,132.106.25.60,Mumbai,19.076,72.8777,vpn_gateway,password,0.2,login,False,brute_force,Anomaly,brute_force,2026-07-17,False,True,True,False,True,False,False,3,train,0.868,0.858,81.9,brute_force,1.0,"Rules: Brute-force login pattern; Access to resource outside usual pattern; Login at an unusual hour for this entity; Unusual pattern across recent event sequence (gradual drift, sequence model) | Model attribution: session duration far from typical, login failed"
2026-07-17 01:10:51.141426,user_014,user,dev_30c525e3,macOS-14.5|7F:62:61:E5:47:D8,187.224.204.91,Mumbai,19.076,72.8777,vpn_gateway,password,0.2,login,False,brute_force,Anomaly,brute_force,2026-07-17,False,True,True,False,True,False,False,3,train,0.868,0.858,81.9,brute_force,1.0,"Rules: Brute-force login pattern; Access to resource outside usual pattern; Login at an unusual hour for this entity; Unusual pattern across recent event sequence (gradual drift, sequence model) | Model attribution: session duration far from typical, login failed"
2026-07-04 03:29:55.141426,user_013,user,dev_c0b307ef,iOS-17.4|61:30:31:DC:B5:D8,54.212.85.212,London,51.5074,-0.1278,vpn_gateway,biometric,0.2,login,False,brute_force,Anomaly,brute_force,2026-07-04,False,True,True,False,True,False,False,3,train,0.868,0.861,81.9,brute_force,1.0,"Rules: Brute-force login pattern; Access to resource outside usual pattern; Login at an unusual hour for this entity; Unusual pattern across recent event sequence (gradual drift, sequence model) | Model attribution: session duration far from typical, login failed"
2026-07-04 03:29:57.141426,user_013,user,dev_c0b307ef,iOS-17.4|61:30:31:DC:B5:D8,46.134.113.32,London,51.5074,-0.1278,vpn_gateway,biometric,0.2,login,False,brute_force,Anomaly,brute_force,2026-07-04,False,True,True,False,True,False,False,3,train,0.868,0.858,81.9,brute_force,1.0,"Rules: Brute-force login pattern; Access to resource outside usual pattern; Login at an unusual hour for this entity; Unusual pattern across recent event sequence (gradual drift, sequence model) | Model attribution: session duration far from typical, login failed"
2026-07-04 03:30:03.141426,user_013,user,dev_c0b307ef,iOS-17.4|61:30:31:DC:B5:D8,217.120.238.252,London,51.5074,-0.1278,vpn_gateway,biometric,0.2,login,False,brute_force,Anomaly,brute_force,2026-07-04,False,True,True,False,True,False,False,3,train,0.868,0.858,81.9,brute_force,1.0,"Rules: Brute-force login pattern; Access to resource outside usual pattern; Login at an unusual hour for this entity; Unusual pattern across recent event sequence (gradual drift, sequence model) | Model attribution: session duration far from typical, login failed"
2026-07-04 03:30:27.141426,user_013,user,dev_c0b307ef,iOS-17.4|61:30:31:DC:B5:D8,145.157.196.147,London,51.5074,-0.1278,vpn_gateway,biometric,0.2,login,False,brute_force,Anomaly,brute_force,2026-07-04,False,True,True,False,True,False,False,3,train,0.906,0.812,81.9,brute_force,1.0,"Rules: Brute-force login pattern; Access to resource outside usual pattern; Login at an unusual hour for this entity; Unusual pattern across recent event sequence (gradual drift, sequence model) | Model attribution: session duration far from typical, login failed"
2026-07-04 03:30:01.141426,user_013,user,dev_c0b307ef,iOS-17.4|61:30:31:DC:B5:D8,155.42.15.163,London,51.5074,-0.1278,vpn_gateway,biometric,0.2,login,False,brute_force,Anomaly,brute_force,2026-07-04,False,True,True,False,True,False,False,3,train,0.868,0.858,81.9,brute_force,1.0,"Rules: Brute-force login pattern; Access to resource outside usual pattern; Login at an unusual hour for this entity; Unusual pattern across recent event sequence (gradual drift, sequence model) | Model attribution: session duration far from typical, login failed"
2026-07-04 02:28:52.141426,user_015,user,dev_780fe0e4,iOS-17.4|07:2F:79:55:D0:F8,200.154.239.22,Moscow,55.7558,37.6173,vpn_gateway,password,0.2,login,False,brute_force,Anomaly,brute_force,2026-07-04,False,True,True,False,True,False,False,3,train,0.868,0.858,81.9,brute_force,1.0,"Rules: Brute-force login pattern; Access to resource outside usual pattern; Login at an unusual hour for this entity; Unusual pattern across recent event sequence (gradual drift, sequence model) | Model attribution: session duration far from typical, login failed"
2026-07-17 01:11:52.141426,user_014,user,dev_30c525e3,macOS-14.5|7F:62:61:E5:47:D8,178.69.95.249,Mumbai,19.076,72.8777,vpn_gateway,password,0.2,login,False,brute_force,Anomaly,brute_force,2026-07-17,False,True,True,False,True,False,False,3,train,0.906,0.812,81.9,brute_force,1.0,"Rules: Brute-force login pattern; Access to resource outside usual pattern; Login at an unusual hour for this entity; Unusual pattern across recent event sequence (gradual drift, sequence model) | Model attribution: session duration far from typical, login failed"
2026-07-17 01:11:01.141426,user_014,user,dev_30c525e3,macOS-14.5|7F:62:61:E5:47:D8,132.8.58.83,Mumbai,19.076,72.8777,vpn_gateway,password,0.2,login,False,brute_force,Anomaly,brute_force,2026-07-17,False,True,True,False,True,False,False,3,train,0.868,0.858,81.9,brute_force,1.0,"Rules: Brute-force login pattern; Access to resource outside usual pattern; Login at an unusual hour for this entity; Unusual pattern across recent event sequence (gradual drift, sequence model) | Model attribution: session duration far from typical, login failed"
2026-07-04 02:28:49.141426,user_015,user,dev_780fe0e4,iOS-17.4|07:2F:79:55:D0:F8,215.28.132.12,Moscow,55.7558,37.6173,vpn_gateway,password,0.2,login,False,brute_force,Anomaly,brute_force,2026-07-04,False,True,True,False,True,False,False,3,train,0.868,0.858,81.9,brute_force,1.0,"Rules: Brute-force login pattern; Access to resource outside usual pattern; Login at an unusual hour for this entity; Unusual pattern across recent event sequence (gradual drift, sequence model) | Model attribution: session duration far from typical, login failed"
2026-07-04 02:30:07.141426,user_015,user,dev_780fe0e4,iOS-17.4|07:2F:79:55:D0:F8,87.147.172.196,Moscow,55.7558,37.6173,vpn_gateway,password,0.2,login,False,brute_force,Anomaly,brute_force,2026-07-04,False,True,True,False,True,False,False,3,train,0.868,0.862,81.9,brute_force,1.0,"Rules: Brute-force login pattern; Access to resource outside usual pattern; Login at an unusual hour for this entity; Unusual pattern across recent event sequence (gradual drift, sequence model) | Model attribution: session duration far from typical, login failed"
2026-07-04 02:30:19.141426,user_015,user,dev_780fe0e4,iOS-17.4|07:2F:79:55:D0:F8,182.105.225.5,Moscow,55.7558,37.6173,vpn_gateway,password,0.2,login,False,brute_force,Anomaly,brute_force,2026-07-04,False,True,True,False,True,False,False,3,train,0.868,0.861,81.9,brute_force,1.0,"Rules: Brute-force login pattern; Access to resource outside usual pattern; Login at an unusual hour for this entity; Unusual pattern across recent event sequence (gradual drift, sequence model) | Model attribution: session duration far from typical, login failed"
2026-07-04 02:30:31.141426,user_015,user,dev_780fe0e4,iOS-17.4|07:2F:79:55:D0:F8,156.50.200.115,Moscow,55.7558,37.6173,vpn_gateway,password,0.2,login,False,brute_force,Anomaly,brute_force,2026-07-04,False,True,True,False,True,False,False,3,train,0.868,0.86,81.9,brute_force,1.0,"Rules: Brute-force login pattern; Access to resource outside usual pattern; Login at an unusual hour for this entity; Unusual pattern across recent event sequence (gradual drift, sequence model) | Model attribution: session duration far from typical, login failed"
2026-07-04 02:28:56.141426,user_015,user,dev_780fe0e4,iOS-17.4|07:2F:79:55:D0:F8,145.117.140.140,Moscow,55.7558,37.6173,vpn_gateway,password,0.2,login,False,brute_force,Anomaly,brute_force,2026-07-04,False,True,True,False,True,False,False,3,train,0.868,0.858,81.9,brute_force,1.0,"Rules: Brute-force login pattern; Access to resource outside usual pattern; Login at an unusual hour for this entity; Unusual pattern across recent event sequence (gradual drift, sequence model) | Model attribution: session duration far from typical, login failed"
2026-07-04 02:29:07.141426,user_015,user,dev_780fe0e4,iOS-17.4|07:2F:79:55:D0:F8,111.54.7.67,Moscow,55.7558,37.6173,vpn_gateway,password,0.2,login,False,brute_force,Anomaly,brute_force,2026-07-04,False,True,True,False,True,False,False,3,train,0.868,0.858,81.9,brute_force,1.0,"Rules: Brute-force login pattern; Access to resource outside usual pattern; Login at an unusual hour for this entity; Unusual pattern across recent event sequence (gradual drift, sequence model) | Model attribution: session duration far from typical, login failed"
2026-07-04 02:29:24.141426,user_015,user,dev_780fe0e4,iOS-17.4|07:2F:79:55:D0:F8,62.71.168.71,Moscow,55.7558,37.6173,vpn_gateway,password,0.2,login,False,brute_force,Anomaly,brute_force,2026-07-04,False,True,True,False,True,False,False,3,train,0.906,0.812,81.9,brute_force,1.0,"Rules: Brute-force login pattern; Access to resource outside usual pattern; Login at an unusual hour for this entity; Unusual pattern across recent event sequence (gradual drift, sequence model) | Model attribution: session duration far from typical, login failed"
2026-07-04 02:28:55.141426,user_015,user,dev_780fe0e4,iOS-17.4|07:2F:79:55:D0:F8,219.9.1.4,Moscow,55.7558,37.6173,vpn_gateway,password,0.2,login,False,brute_force,Anomaly,brute_force,2026-07-04,False,True,True,False,True,False,False,3,train,0.868,0.858,81.9,brute_force,1.0,"Rules: Brute-force login pattern; Access to resource outside usual pattern; Login at an unusual hour for this entity; Unusual pattern across recent event sequence (gradual drift, sequence model) | Model attribution: session duration far from typical, login failed"
2026-07-04 02:30:48.141426,user_015,user,dev_780fe0e4,iOS-17.4|07:2F:79:55:D0:F8,210.165.12.197,Moscow,55.7558,37.6173,vpn_gateway,password,0.2,login,False,brute_force,Anomaly,brute_force,2026-07-04,False,True,True,False,True,False,False,3,train,0.868,0.859,81.9,brute_force,1.0,"Rules: Brute-force login pattern; Access to resource outside usual pattern; Login at an unusual hour for this entity; Unusual pattern across recent event sequence (gradual drift, sequence model) | Model attribution: session duration far from typical, login failed"
2026-07-04 03:30:49.141426,user_013,user,dev_c0b307ef,iOS-17.4|61:30:31:DC:B5:D8,99.230.255.70,London,51.5074,-0.1278,vpn_gateway,biometric,0.2,login,False,brute_force,Anomaly,brute_force,2026-07-04,False,True,True,False,True,False,False,3,train,0.868,0.862,81.9,brute_force,1.0,"Rules: Brute-force login pattern; Access to resource outside usual pattern; Login at an unusual hour for this entity; Unusual pattern across recent event sequence (gradual drift, sequence model) | Model attribution: session duration far from typical, login failed"
2026-07-04 02:28:27.141426,user_015,user,dev_780fe0e4,iOS-17.4|07:2F:79:55:D0:F8,175.211.61.93,Moscow,55.7558,37.6173,vpn_gateway,password,0.2,login,False,brute_force,Anomaly,brute_force,2026-07-04,False,True,True,False,True,False,False,3,train,0.868,0.852,81.7,brute_force,1.0,"Rules: Brute-force login pattern; Access to resource outside usual pattern; Login at an unusual hour for this entity; Unusual pattern across recent event sequence (gradual drift, sequence model) | Model attribution: session duration far from typical, login failed"
2026-07-17 01:10:47.141426,user_014,user,dev_30c525e3,macOS-14.5|7F:62:61:E5:47:D8,180.56.31.139,Mumbai,19.076,72.8777,vpn_gateway,password,0.2,login,False,brute_force,Anomaly,brute_force,2026-07-17,False,True,True,False,True,False,False,3,train,0.868,0.843,81.6,brute_force,1.0,"Rules: Brute-force login pattern; Access to resource outside usual pattern; Login at an unusual hour for this entity; Unusual pattern across recent event sequence (gradual drift, sequence model) | Model attribution: session duration far from typical, login failed"
2026-07-04 03:29:49.141426,user_013,user,dev_c0b307ef,iOS-17.4|61:30:31:DC:B5:D8,213.131.163.99,London,51.5074,-0.1278,vpn_gateway,biometric,0.2,login,False,brute_force,Anomaly,brute_force,2026-07-04,False,True,True,False,True,False,False,3,train,0.868,0.835,81.4,brute_force,1.0,"Rules: Brute-force login pattern; Access to resource outside usual pattern; Login at an unusual hour for this entity; Unusual pattern across recent event sequence (gradual drift, sequence model) | Model attribution: session duration far from typical, login failed"
2026-07-04 03:30:31.141426,user_013,user,dev_c0b307ef,iOS-17.4|61:30:31:DC:B5:D8,42.170.18.35,London,51.5074,-0.1278,vpn_gateway,biometric,0.2,login,False,brute_force,Anomaly,brute_force,2026-07-04,False,True,True,False,True,False,False,3,train,0.906,0.781,81.3,brute_force,1.0,"Rules: Brute-force login pattern; Access to resource outside usual pattern; Login at an unusual hour for this entity; Unusual pattern across recent event sequence (gradual drift, sequence model) | Model attribution: session duration far from typical, login failed"
2026-07-04 02:29:27.141426,user_015,user,dev_780fe0e4,iOS-17.4|07:2F:79:55:D0:F8,60.116.80.206,Moscow,55.7558,37.6173,vpn_gateway,password,0.2,login,False,brute_force,Anomaly,brute_force,2026-07-04,False,True,True,False,True,False,False,3,train,0.906,0.781,81.3,brute_force,1.0,"Rules: Brute-force login pattern; Access to resource outside usual pattern; Login at an unusual hour for this entity; Unusual pattern across recent event sequence (gradual drift, sequence model) | Model attribution: session duration far from typical, login failed"
2026-07-17 01:10:31.141426,user_014,user,dev_30c525e3,macOS-14.5|7F:62:61:E5:47:D8,159.170.31.96,Mumbai,19.076,72.8777,vpn_gateway,password,0.2,login,False,brute_force,Anomaly,brute_force,2026-07-17,False,True,True,False,True,False,False,3,train,0.868,0.815,81.0,brute_force,1.0,"Rules: Brute-force login pattern; Access to resource outside usual pattern; Login at an unusual hour for this entity; Unusual pattern across recent event sequence (gradual drift, sequence model) | Model attribution: session duration far from typical, login failed"
2026-07-04 02:28:39.141426,user_015,user,dev_780fe0e4,iOS-17.4|07:2F:79:55:D0:F8,116.148.143.250,Moscow,55.7558,37.6173,vpn_gateway,password,0.2,login,False,brute_force,Anomaly,brute_force,2026-07-04,False,True,True,False,True,False,False,3,train,0.868,0.802,80.8,brute_force,1.0,"Rules: Brute-force login pattern; Access to resource outside usual pattern; Login at an unusual hour for this entity; Unusual pattern across recent event sequence (gradual drift, sequence model) | Model attribution: session duration far from typical, login failed"
2026-07-04 02:28:46.141426,user_015,user,dev_780fe0e4,iOS-17.4|07:2F:79:55:D0:F8,144.138.45.134,Moscow,55.7558,37.6173,vpn_gateway,password,0.2,login,False,brute_force,Anomaly,brute_force,2026-07-04,False,True,True,False,True,False,False,3,train,0.868,0.786,80.4,brute_force,1.0,"Rules: Brute-force login pattern; Access to resource outside usual pattern; Login at an unusual hour for this entity; Unusual pattern across recent event sequence (gradual drift, sequence model) | Model attribution: session duration far from typical, login failed"
2026-07-17 01:10:49.141426,user_014,user,dev_30c525e3,macOS-14.5|7F:62:61:E5:47:D8,223.179.42.52,Mumbai,19.076,72.8777,vpn_gateway,password,0.2,login,False,brute_force,Anomaly,brute_force,2026-07-17,False,True,True,False,True,False,False,3,train,0.868,0.787,80.4,brute_force,1.0,"Rules: Brute-force login pattern; Access to resource outside usual pattern; Login at an unusual hour for this entity; Unusual pattern across recent event sequence (gradual drift, sequence model) | Model attribution: session duration far from typical, login failed"
2026-07-17 01:10:47.141426,user_014,user,dev_30c525e3,macOS-14.5|7F:62:61:E5:47:D8,23.234.140.170,Mumbai,19.076,72.8777,vpn_gateway,password,0.2,login,False,brute_force,Anomaly,brute_force,2026-07-17,False,True,True,False,True,False,False,3,train,0.868,0.783,80.4,brute_force,1.0,"Rules: Brute-force login pattern; Access to resource outside usual pattern; Login at an unusual hour for this entity; Unusual pattern across recent event sequence (gradual drift, sequence model) | Model attribution: session duration far from typical, login failed"
2026-07-04 03:29:31.141426,user_013,user,dev_c0b307ef,iOS-17.4|61:30:31:DC:B5:D8,140.79.90.49,London,51.5074,-0.1278,vpn_gateway,biometric,0.2,login,False,brute_force,Anomaly,brute_force,2026-07-04,False,True,True,False,True,False,False,3,train,0.918,0.631,78.6,brute_force,1.0,"Rules: Brute-force login pattern; Access to resource outside usual pattern; Login at an unusual hour for this entity | Model attribution: session duration far from typical, login failed"
2026-07-09 03:00:55.141426,user_025,user,dev_a0d815bc,FirmwareRTOS-3.2,208.130.254.237,Bengaluru,12.9716,77.5946,vpn_gateway,password,0.1,login,False,credential_stuffing,Anomaly,credential_stuffing,2026-07-09,False,False,True,True,True,False,False,3,train,0.947,0.581,78.3,credential_stuffing,0.999,"Rules: Access to resource outside usual pattern; Login from a new/unrecognized device; Login at an unusual hour for this entity | Model attribution: session duration far from typical, new/unrecognized device"
2026-07-24 04:00:13.141426,user_007,user,dev_cdc4ecf8,macOS-14.5,17.18.202.166,Mumbai,19.076,72.8777,vpn_gateway,biometric,0.1,login,False,credential_stuffing,Anomaly,credential_stuffing,2026-07-24,False,False,True,True,True,False,False,3,eval,0.939,0.583,78.1,credential_stuffing,0.999,"Rules: Access to resource outside usual pattern; Login from a new/unrecognized device; Login at an unusual hour for this entity | Model attribution: session duration far from typical, new/unrecognized device"
2026-07-06 04:34:07.141426,user_029,user,dev_17c92c92,iOS-17.4,33.159.54.132,Bengaluru,12.9716,77.5946,email_server,password,5.0,login->read_file->logout,True,impossible_travel,Anomaly,impossible_travel,2026-07-06,True,False,False,True,True,False,False,3,train,0.928,0.555,77.2,impossible_travel,0.995,"Rules: Impossible travel between logins; Login from a new/unrecognized device; Login at an unusual hour for this entity | Model attribution: session duration far from typical, new/unrecognized device"
